"state","Year","Deaths","Population","Crude_Rate","Age_Adjusted_Rate","Age_Adjusted_Rate_Lower_95__Conf","Age_Adjusted_Rate_Upper_95__Conf","ln_crude_mort_rate","Crude_Rate_Lower_95__Confidence","Crude_Rate_Upper_95__Confidence","Crude_Rate_Standard_Error","Age_Adjusted_Rate_Standard_Error","Medical_Cannabis_Law","unemployment","rxdmp_original","pmlaw_update","rxid_original","pmlaw_original","ln_age_mort_rate","rxdmp_update","rxid_update","low_thc","recreational_cannabis_law","comprehensive_medical_cannabis","ln_age_mort_rate2","unemployment2","TREAT","StateCode","dem_to_rep_ratio","Neighbor_TREAT","Neighbor_tot","Exposure_to_Neighbor_TREAT"
"New Jersey",2000,107,8414350,1.3,1.2,1,1.5,0.24030516,NA,NA,NA,NA,0,3.7,0,0,0,0,0.182321557,0,0,0,0,0,0.182321557,3.7,0,"NJ",1.39299767243199,0,3,0
"New Jersey",2001,142,8511119,1.7,1.6,1.4,1.9,0.511868538,NA,NA,NA,NA,0,4.3,0,0,0,0,0.470003629,0,0,0,0,0,0.470003629,4.3,0,"NJ",1.39299767243199,0,3,0
"New Jersey",2002,155,8590303,1.8,1.8,1.5,2.1,0.590206015,NA,NA,NA,NA,0,5.8,0,0,0,0,0.587786665,0,0,0,0,0,0.587786665,5.8,0,"NJ",1.39299767243199,0,3,0
"New Jersey",2003,182,8638396,2.1,2.1,1.8,2.4,0.745204677,NA,NA,NA,NA,0,5.9,0,0,0,0,0.741937345,0,0,0,0,0,0.741937345,5.9,0,"NJ",1.39299767243199,0,3,0
"New Jersey",2004,148,8698879,1.7,1.7,1.4,2,0.531433014,NA,NA,NA,NA,0,4.9,0,0,0,0,0.530628251,0,0,0,0,0,0.530628251,4.9,0,"NJ",1.1459391859607,0,3,0
"New Jersey",2005,204,8717925,2.3,2.3,2,2.7,0.85015365,NA,NA,NA,NA,0,4.5,0,0,0,0,0.832909123,0,0,0,0,0,0.832909123,4.5,0,"NJ",1.1459391859607,0,3,0
"New Jersey",2006,221,8724560,2.5,2.5,2.2,2.8,0.929435572,NA,NA,NA,NA,0,4.6,0,0,0,0,0.916290732,0,0,0,0,0,0.916290732,4.6,0,"NJ",1.1459391859607,0,3,0
"New Jersey",2007,214,8685920,2.5,2.4,2.1,2.8,0.901687598,NA,NA,NA,NA,0,4.3,0,0,0,0,0.875468737,0,0,0,0,0,0.875468737,4.3,0,"NJ",1.1459391859607,0,3,0
"New Jersey",2008,182,8682661,2.1,2.1,1.8,2.4,0.740093546,NA,NA,NA,NA,0,5.5,0,0,0,0,0.741937345,0,0,0,0,0,0.741937345,5.5,0,"NJ",1.37330299211447,0,3,0
"New Jersey",2009,22,8707739,0.3,0.3,0.2,0.4,-1.37575481,NA,NA,NA,NA,0,9.1,0,0,0,0,-1.203972804,0,0,0,0,0,-1.203972804,9.1,0,"NJ",1.37330299211447,0,3,0
"New Jersey",2010,232,8791894,2.6,2.6,2.3,3,0.970322118,NA,NA,NA,NA,0,9.5,0,0,0,0,0.955511445,0,0,0,0,0,0.955511445,9.5,0,"NJ",1.37330299211447,0,3,0
"New Jersey",2011,286,8821155,3.2,3.2,2.8,3.6,1.176253904,2.9,3.6,0.2,0.2,0,9.298828125,0,0,0,0,1.16315081,0,0,0,0,0,1.16315081,9.298828125,0,"NJ",1.37330299211447,1,3,0.333333333333333
"New Jersey",2012,300,8864590,3.4,3.3,2.9,3.7,1.219132693,3,3.8,0.2,0.2,0.394520548,9.298828125,1,0,0,0,1.193922469,1,0,0,0,0.394520548,1.193922469,9.298828125,1,"NJ",1.43824243621952,1,3,0.333333333333333
"New Jersey",2013,318,8899339,3.6,3.5,3.1,3.9,1.273489286,3.2,4,0.2,0.2,1,8.19921875,1,0,0,0,1.252762969,1,0,0,0,1,1.252762969,8.19921875,1,"NJ",1.43824243621952,1,3,0.333333333333333
"New Jersey",2014,368,8938175,4.1,4.1,3.6,4.5,1.415166416,3.7,4.5,0.2,0.2,1,6.799804688,1,0,0,0,1.410986974,1,0,0,0,1,1.410986974,6.799804688,1,"NJ",1.43824243621952,2,3,0.666666666666667
"New Jersey",2015,472,8958013,5.3,5.2,4.7,5.7,1.661845454,4.8,5.7,0.2,0.2,1,5.799804688,1,0,0,0,1.648658626,1,1,0,0,1,1.648658626,5.799804688,1,"NJ",1.43824243621952,2,3,0.666666666666667
"New Jersey",2016,980,8944469,11,11.1,10.4,11.8,2.393932126,10.3,11.6,0.3,0.4,1,5,1,0,0,0,2.406945108,1,1,0,0,1,2.406945108,5,1,"NJ",1.34105358963203,3,3,1
"New Jersey",2017,1632,9005644,18.1,18.2,17.3,19.1,2.897124951,17.2,19,0.4,0.5,1,4.599609375,1,0,0,0,2.901421594,1,1,0,0,1,2.901421594,4.599609375,1,"NJ",1.34105358963203,3,3,1
"New Mexico",1999,154,1808082,8.5,8.7,7.3,10.1,2.142100895,NA,NA,NA,NA,0,5.6,0,0,0,0,2.163323026,0,0,0,0,0,2.163323026,5.6,0,"NM",NA,0,5,0
"New Mexico",2000,134,1819046,7.4,7.5,6.2,8.7,1.996942519,NA,NA,NA,NA,0,5,0,0,0,0,2.014903021,0,0,0,0,0,2.014903021,5,0,"NM",1.00127785711044,0,5,0
"New Mexico",2001,118,1830935,6.4,6.6,5.4,7.7,1.863272766,NA,NA,NA,NA,0,4.9,0,0,0,0,1.887069649,0,0,0,0,0,1.887069649,4.9,0,"NM",1.00127785711044,1,5,0.2
"New Mexico",2002,170,1855059,9.2,9.5,8.1,11,2.215296843,NA,NA,NA,NA,0,5.5,0,0,1,0,2.251291799,0,1,0,0,0,2.251291799,5.5,0,"NM",1.00127785711044,1,5,0.2
"New Mexico",2003,187,1874614,10,10.4,8.9,11.9,2.300120752,NA,NA,NA,NA,0,5.9,0,0,1,0,2.341805806,0,1,0,0,0,2.341805806,5.9,0,"NM",1.00127785711044,1,5,0.2
"New Mexico",2004,146,1903289,7.7,7.8,6.6,9.1,2.037438087,NA,NA,NA,NA,0,5.8,0,0,1,0,2.054123734,0,1,0,0,0,2.054123734,5.8,0,"NM",0.984113761175815,1,5,0.2
"New Mexico",2005,164,1928384,8.5,8.8,7.4,10.1,2.140598988,NA,NA,NA,NA,0,5.2,1,0,1,0,2.174751722,1,1,0,0,0,2.174751722,5.2,0,"NM",0.984113761175815,1,5,0.2
"New Mexico",2006,222,1954599,11.4,11.6,10,13.1,2.429907232,NA,NA,NA,NA,0,4.1,1,0,1,0,2.451005098,1,1,0,0,0,2.451005098,4.1,0,"NM",0.984113761175815,1,5,0.2
"New Mexico",2007,231,1969915,11.7,11.8,10.3,13.3,2.461842223,NA,NA,NA,NA,0.501369863,3.4,1,0,1,0,2.468099532,1,1,0,0,0.501369863,2.468099532,3.4,1,"NM",0.984113761175815,1,5,0.2
"New Mexico",2008,255,1984356,12.9,13.2,11.6,14.9,2.553384024,NA,NA,NA,NA,1,4.5,1,0,1,0,2.58021683,1,1,0,0,1,2.58021683,4.5,1,"NM",1.36210614937491,1,5,0.2
"New Mexico",2009,150,2009671,7.5,7.7,6.5,9,2.010079174,NA,NA,NA,NA,1,7,1,0,1,0,2.041220329,1,1,0,0,1,2.041220329,7,1,"NM",1.36210614937491,1,5,0.2
"New Mexico",2010,153,2059179,7.4,7.5,6.3,8.7,2.005545469,NA,NA,NA,NA,1,8.4,1,0,1,0,2.014903021,1,1,0,0,1,2.014903021,8.4,1,"NM",1.36210614937491,2,5,0.4
"New Mexico",2011,166,2082224,8,8.1,6.8,9.3,2.075966142,6.8,9.2,0.6,0.6,1,7.5,1,0,1,0,2.091864062,1,1,0,0,1,2.091864062,7.5,1,"NM",1.36210614937491,2,5,0.4
"New Mexico",2012,226,2085538,10.8,11.4,9.9,12.9,2.382923051,9.4,12.2,0.7,0.8,1,7.099609375,1,0,1,0,2.433613355,1,1,0,0,1,2.433613355,7.099609375,1,"NM",1.23689649421659,2,5,0.4
"New Mexico",2013,242,2085287,11.6,11.9,10.3,13.4,2.451446138,10.1,13.1,0.7,0.8,1,6.899414063,1,0,1,0,2.4765384,1,1,0,0,1,2.4765384,6.899414063,1,"NM",1.23689649421659,2,5,0.4
"New Mexico",2014,290,2085572,13.9,14.5,12.7,16.2,2.632252672,12.3,15.5,0.8,0.9,1,6.69921875,1,0,1,0,2.674148649,1,1,0,0,1,2.674148649,6.69921875,1,"NM",1.23689649421659,3,5,0.6
"New Mexico",2015,211,2085109,10.1,10.7,9.2,12.1,2.314451908,8.8,11.5,0.7,0.8,1,6.5,1,0,1,0,2.370243742,1,1,0,0,1,2.370243742,6.5,1,"NM",1.23689649421659,5,5,1
"New Mexico",2016,239,2081015,11.5,11.9,10.4,13.5,2.441022704,10,12.9,0.7,0.8,1,6.69921875,1,0,1,0,2.4765384,1,1,0,0,1,2.4765384,6.69921875,1,"NM",1.20511031792459,5,5,1
"New Mexico",2017,228,2088070,10.9,11.4,9.9,12.9,2.390520342,9.5,12.3,0.7,0.8,1,6.19921875,1,0,1,0,2.433613355,1,1,0,0,1,2.433613355,6.19921875,1,"NM",1.20511031792459,5,5,1
"New York",1999,179,18882725,0.9,1,0.8,1.1,-0.05344677,NA,NA,NA,NA,0,5.2,0,0,0,0,0,0,0,0,0,0,0,5.2,0,"NY",NA,0,5,0
"New York",2000,135,18976457,0.7,0.7,0.6,0.8,-0.34050942,NA,NA,NA,NA,0,4.5,0,0,0,0,-0.356674944,0,0,0,0,0,-0.356674944,4.5,0,"NY",1.70913765398144,0,5,0
"New York",2001,209,19084350,1.1,1.1,0.9,1.2,0.090880532,NA,NA,NA,NA,0,4.9,0,0,0,0,0.09531018,0,0,0,0,0,0.09531018,4.9,0,"NY",1.70913765398144,0,5,0
"New York",2002,194,19157532,1,1,0.8,1.1,0.012577112,NA,NA,NA,NA,0,6.2,0,0,0,0,0,0,0,0,0,0,0,6.2,0,"NY",1.70913765398144,0,5,0
"New York",2003,221,19190115,1.2,1.1,1,1.3,0.141182306,NA,NA,NA,NA,0,6.4,0,0,0,0,0.09531018,0,0,0,0,0,0.09531018,6.4,0,"NY",1.70913765398144,0,5,0
"New York",2004,215,19227088,1.1,1.1,0.9,1.2,0.111732817,NA,NA,NA,NA,0,5.8,0,0,0,0,0.09531018,0,0,0,0,0,0.09531018,5.8,0,"NY",1.48940699175238,1,5,0.2
"New York",2005,273,19254630,1.4,1.4,1.2,1.5,0.349135151,NA,NA,NA,NA,0,5,0,0,0,0,0.336472237,0,0,0,0,0,0.336472237,5,0,"NY",1.48940699175238,1,5,0.2
"New York",2006,664,19306183,3.4,3.4,3.1,3.6,1.235271649,NA,NA,NA,NA,0,4.6,0,0,1,0,1.223775432,0,1,0,0,0,1.223775432,4.6,0,"NY",1.48940699175238,1,5,0.2
"New York",2007,708,19297729,3.7,3.6,3.3,3.8,1.29987158,NA,NA,NA,NA,0,4.5,0,0,1,0,1.280933846,0,1,0,0,0,1.280933846,4.5,0,"NY",1.48940699175238,1,5,0.2
"New York",2008,769,19490297,3.9,3.8,3.5,4.1,1.372589125,NA,NA,NA,NA,0,5.3,0,0,1,0,1.335001067,0,1,0,0,0,1.335001067,5.3,0,"NY",1.73930769011975,1,5,0.2
"New York",2009,751,19541453,3.8,3.7,3.5,4,1.346282555,NA,NA,NA,NA,0,8.4,0,0,1,0,1.30833282,0,1,0,0,0,1.30833282,8.4,0,"NY",1.73930769011975,1,5,0.2
"New York",2010,850,19378102,4.4,4.3,4,4.5,1.478507591,NA,NA,NA,NA,0,8.6,0,0,1,0,1.458615023,0,1,0,0,0,1.458615023,8.6,0,"NY",1.73930769011975,1,5,0.2
"New York",2011,970,19465197,5,4.8,4.5,5.1,1.606082877,4.7,5.3,0.2,0.2,0,8.298828125,0,0,1,0,1.568615918,0,1,0,0,0,1.568615918,8.298828125,0,"NY",1.73930769011975,1,5,0.2
"New York",2012,994,19570261,5.1,4.9,4.6,5.2,1.625140996,4.8,5.4,0.2,0.2,0,8.5,0,0,1,0,1.589235205,0,1,0,0,0,1.589235205,8.5,0,"NY",1.94487444212617,3,5,0.6
"New York",2013,998,19651127,5.1,4.9,4.6,5.2,1.625033493,4.8,5.4,0.2,0.2,0,7.69921875,0.583561644,0,1,0,1.589235205,1,1,0,0,0,1.589235205,7.69921875,0,"NY",1.94487444212617,4,5,0.8
"New York",2014,1008,19746227,5.1,4.9,4.6,5.2,1.630175921,4.8,5.4,0.2,0.2,0.490410959,6.299804688,1,0,1,0,1.589235205,1,1,0,0,0.490410959,1.589235205,6.299804688,1,"NY",1.94487444212617,4,5,0.8
"New York",2015,1388,19795791,7,6.9,6.5,7.2,1.947564709,6.6,7.4,0.2,0.2,1,5.299804688,1,0,1,0,1.931521412,1,1,0,0,1,1.931521412,5.299804688,1,"NY",1.94487444212617,4,5,0.8
"New York",2016,2336,19745289,11.8,11.7,11.2,12.2,2.47069532,11.4,12.3,0.2,0.2,1,4.799804688,1,0,1,0,2.459588842,1,1,0,0,1,2.459588842,4.799804688,1,"NY",1.61571085511952,5,5,1
"New York",2017,2801,19849399,14.1,13.9,13.4,14.5,2.646972953,13.6,14.6,0.3,0.3,1,4.69921875,1,0,1,0,2.63188884,1,1,0,0,1,2.63188884,4.69921875,1,"NY",1.61571085511952,5,5,1
"North Carolina",1999,118,7949361,1.5,1.5,1.2,1.7,0.395007983,NA,NA,NA,NA,0,3.3,0,0,0,0,0.405465108,0,0,0,0,0,0.405465108,3.3,0,"NC",NA,0,4,0
"North Carolina",2000,241,8049313,3,3,2.6,3.3,1.096625094,NA,NA,NA,NA,0,3.7,0,0,0,0,1.098612289,0,0,0,0,0,1.098612289,3.7,0,"NC",0.77104004933903,0,4,0
"North Carolina",2001,295,8206105,3.6,3.6,3.2,4,1.279511874,NA,NA,NA,NA,0,5.6,0,0,0,0,1.280933846,0,0,0,0,0,1.280933846,5.6,0,"NC",0.77104004933903,0,4,0
"North Carolina",2002,352,8320146,4.2,4.2,3.8,4.7,1.44236628,NA,NA,NA,NA,0,6.6,0,0,1,0,1.435084525,0,1,0,0,0,1.435084525,6.6,0,"NC",0.77104004933903,0,4,0
"North Carolina",2003,432,8407248,5.1,5.1,4.6,5.6,1.636746304,NA,NA,NA,NA,0,6.5,0,0,1,0,1.62924054,0,1,0,0,0,1.62924054,6.5,0,"NC",0.77104004933903,0,4,0
"North Carolina",2004,503,8541221,5.9,5.9,5.4,6.4,1.773101105,NA,NA,NA,NA,0,5.5,0,0,1,0,1.774952351,0,1,0,0,0,1.774952351,5.5,0,"NC",0.778031538380739,0,4,0
"North Carolina",2005,588,8683242,6.8,6.7,6.2,7.2,1.912746894,NA,NA,NA,NA,0,5.3,0,0,1,0,1.902107526,0,1,0,0,0,1.902107526,5.3,0,"NC",0.778031538380739,0,4,0
"North Carolina",2006,640,8856505,7.2,7.2,6.6,7.7,1.977730866,NA,NA,NA,NA,0,4.8,0,0,1,0,1.974081026,0,1,0,0,0,1.974081026,4.8,0,"NC",0.778031538380739,0,4,0
"North Carolina",2007,696,9061032,7.7,7.7,7.1,8.2,2.038781547,NA,NA,NA,NA,0,4.7,1,0,1,0,2.041220329,1,1,0,0,0,2.041220329,4.7,0,"NC",0.778031538380739,0,4,0
"North Carolina",2008,768,9222414,8.3,8.3,7.7,8.9,2.119567815,NA,NA,NA,NA,0,6.2,1,0,1,0,2.116255515,1,1,0,0,0,2.116255515,6.2,0,"NC",1.00666064044005,0,4,0
"North Carolina",2009,782,9380884,8.3,8.4,7.8,9,2.120595646,NA,NA,NA,NA,0,10.8,1,0,1,0,2.128231706,1,1,0,0,0,2.128231706,10.8,0,"NC",1.00666064044005,0,4,0
"North Carolina",2010,727,9535483,7.6,7.6,7,8.1,2.031321491,NA,NA,NA,NA,0,10.6,1,0,1,0,2.028148247,1,1,0,0,0,2.028148247,10.6,0,"NC",1.00666064044005,0,4,0
"North Carolina",2011,739,9656401,7.7,7.7,7.1,8.2,2.035091816,7.1,8.2,0.3,0.3,0,10.29882813,1,0,1,0,2.041220329,1,1,0,0,0,2.041220329,10.29882813,0,"NC",1.00666064044005,0,4,0
"North Carolina",2012,666,9752073,6.8,6.8,6.3,7.4,1.9212247,6.3,7.3,0.3,0.3,0,9.298828125,1,0,1,0,1.916922612,1,1,0,0,0,1.916922612,9.298828125,0,"NC",0.959476654943303,0,4,0
"North Carolina",2013,635,9848060,6.4,6.5,6,7.1,1.863765424,5.9,6.9,0.3,0.3,0,8,1,0,1,0,1.871802177,1,1,0,0,0,1.871802177,8,0,"NC",0.959476654943303,0,4,0
"North Carolina",2014,744,9943964,7.5,7.6,7.1,8.2,2.012490208,6.9,8,0.3,0.3,0.495890411,6.299804688,1,0,1,0,2.028148247,1,1,0.495890411,0,0,2.028148247,6.299804688,1,"NC",0.959476654943303,2,4,0.5
"North Carolina",2015,864,10042802,8.6,8.7,8.2,9.3,2.152131517,8,9.2,0.3,0.3,1,5.69921875,1,0,1,0,2.163323026,1,1,1,0,0,2.163323026,5.69921875,1,"NC",0.959476654943303,4,4,1
"North Carolina",2016,1161,10146788,11.4,11.8,11.1,12.5,2.437294687,10.8,12.1,0.3,0.4,1,5.099609375,1,0,1,0,2.468099532,1,1,1,0,0,2.468099532,5.099609375,1,"NC",0.926643221053139,4,4,1
"North Carolina",2017,1701,10273419,16.6,17.2,16.4,18,2.80682662,15.8,17.3,0.4,0.4,1,4.599609375,1,0,1,0,2.844909384,1,1,1,0,0,2.844909384,4.599609375,1,"NC",0.926643221053139,4,4,1
"Ohio",1999,99,11335454,0.9,0.9,0.7,1.1,-0.135400579,NA,NA,NA,NA,0,4.3,0,0,0,0,-0.105360516,0,0,0,0,0,-0.105360516,4.3,0,"OH",NA,0,5,0
"Ohio",2000,152,11353140,1.3,1.3,1.1,1.6,0.29180107,NA,NA,NA,NA,0,4,0,0,0,0,0.262364265,0,0,0,0,0,0.262364265,4,0,"OH",0.929815256746635,0,5,0
"Ohio",2001,222,11389786,1.9,2,1.7,2.2,0.6673753,NA,NA,NA,NA,0,4.4,0,0,0,0,0.693147181,0,0,0,0,0,0.693147181,4.4,0,"OH",0.929815256746635,0,5,0
"Ohio",2002,285,11421268,2.5,2.5,2.2,2.8,0.914426856,NA,NA,NA,NA,0,5.7,0,0,0,0,0.916290732,0,0,0,0,0,0.916290732,5.7,0,"OH",0.929815256746635,0,5,0
"Ohio",2003,260,11435799,2.3,2.3,2,2.6,0.82134784,NA,NA,NA,NA,0,6.2,0,0,0,0,0.832909123,0,0,0,0,0,0.832909123,6.2,0,"OH",0.929815256746635,0,5,0
"Ohio",2004,375,11459011,3.3,3.2,2.9,3.6,1.185564526,NA,NA,NA,NA,0,6.1,0,0,0,0,1.16315081,0,0,0,0,0,1.16315081,6.1,0,"OH",0.958451786407027,0,5,0
"Ohio",2005,418,11464042,3.6,3.6,3.3,4,1.293680985,NA,NA,NA,NA,0,5.9,0,0,0,0,1.280933846,0,0,0,0,0,1.280933846,5.9,0,"OH",0.958451786407027,0,5,0
"Ohio",2006,503,11478006,4.4,4.4,4,4.8,1.477572395,NA,NA,NA,NA,0,5.4,1,0,0,0,1.481604541,1,0,0,0,0,1.481604541,5.4,0,"OH",0.958451786407027,0,5,0
"Ohio",2007,532,11466917,4.6,4.6,4.2,5,1.53459229,NA,NA,NA,NA,0,5.6,1,0,0,0,1.526056304,1,0,0,0,0,1.526056304,5.6,0,"OH",0.958451786407027,0,5,0
"Ohio",2008,568,11485910,4.9,5,4.6,5.4,1.598415259,NA,NA,NA,NA,0,6.6,1,0,0,0,1.609437912,1,0,0,0,0,1.609437912,6.6,0,"OH",1.09680234482001,1,5,0.2
"Ohio",2009,461,11542645,4,4,3.7,4.4,1.384764512,NA,NA,NA,NA,0,10.1,1,0,0,0,1.386294361,1,0,0,0,0,1.386294361,10.1,0,"OH",1.09680234482001,1,5,0.2
"Ohio",2010,757,11536504,6.6,6.7,6.2,7.1,1.881261892,NA,NA,NA,NA,0,10.1,1,0,0,0,1.902107526,1,0,0,0,0,1.902107526,10.1,0,"OH",1.09680234482001,1,5,0.2
"Ohio",2011,817,11544951,7.1,7.2,6.7,7.7,1.956805803,6.6,7.6,0.2,0.3,0,8.798828125,1,1,0,1,1.974081026,1,0,0,0,0,1.974081026,8.798828125,0,"OH",1.09680234482001,1,5,0.2
"Ohio",2012,695,11544225,6,6.2,5.7,6.7,1.795141441,5.6,6.5,0.2,0.2,0,7.399414063,1,1,0,1,1.824549292,1,0,0,0,0,1.824549292,7.399414063,0,"OH",1.06245343158713,1,5,0.2
"Ohio",2013,730,11570808,6.3,6.4,5.9,6.8,1.841974067,5.9,6.8,0.2,0.2,0,7.5,1,1,0,1,1.85629799,1,0,0,0,0,1.85629799,7.5,0,"OH",1.06245343158713,1,5,0.2
"Ohio",2014,1171,11594163,10.1,10.5,9.9,11.1,2.312526489,9.5,10.7,0.3,0.3,0,5.799804688,1,1,0,1,2.351375257,1,0,0,0,0,2.351375257,5.799804688,0,"OH",1.06245343158713,2,5,0.4
"Ohio",2015,1796,11613423,15.5,16.4,15.6,17.1,2.738570572,14.7,16.2,0.4,0.4,0,4.899414063,1,1,0,1,2.797281335,1,0,0,0,0,2.797281335,4.899414063,0,"OH",1.06245343158713,2,5,0.4
"Ohio",2016,2868,11614373,24.7,26.2,25.2,27.1,3.206541726,23.8,25.6,0.5,0.5,0.312328767,5,1,1,0,1,3.265759411,1,0,0,0,0.312328767,3.265759411,5,1,"OH",0.842717277864699,3,5,0.6
"Ohio",2017,3952,11658609,33.9,36.2,35,37.3,3.523347089,32.8,35,0.5,0.6,1,5,1,1,0,1,3.589059119,1,0,0,0,1,3.589059119,5,1,"OH",0.842717277864699,5,5,1
"Oklahoma",1999,85,3437147,2.5,2.6,2,3.2,0.905424397,NA,NA,NA,NA,0,3.6,0,0,1,0,0.955511445,0,0,0,0,0,0.955511445,3.6,0,"OK",NA,0,6,0
"Oklahoma",2000,117,3450654,3.4,3.5,2.9,4.2,1.221025064,NA,NA,NA,NA,0,3.1,0,0,1,0,1.252762969,0,0,0,0,0,1.252762969,3.1,0,"OK",0.637179127196418,0,6,0
"Oklahoma",2001,147,3469577,4.2,4.4,3.7,5.1,1.443814809,NA,NA,NA,NA,0,3.7,0,0,1,0,1.481604541,0,0,0,0,0,1.481604541,3.7,0,"OK",0.637179127196418,1,6,0.166666666666667
"Oklahoma",2002,137,3493714,3.9,4,3.3,4.7,1.366430479,NA,NA,NA,NA,0,4.8,0,0,1,0,1.386294361,0,0,0,0,0,1.386294361,4.8,0,"OK",0.637179127196418,1,6,0.166666666666667
"Oklahoma",2003,248,3511532,7.1,7.3,6.4,8.2,1.954791244,NA,NA,NA,NA,0,5.6,0,0,1,0,1.987874348,0,0,0,0,0,1.987874348,5.6,0,"OK",0.637179127196418,1,6,0.166666666666667
"Oklahoma",2004,300,3523553,8.5,8.7,7.7,9.7,2.141727526,NA,NA,NA,NA,0,5,0,0,1,0,2.163323026,0,0,0,0,0,2.163323026,5,0,"OK",0.525078350309234,1,6,0.166666666666667
"Oklahoma",2005,306,3547884,8.6,8.7,7.7,9.7,2.15464864,NA,NA,NA,NA,0,4.5,0,0,1,0,2.163323026,0,0,0,0,0,2.163323026,4.5,0,"OK",0.525078350309234,1,6,0.166666666666667
"Oklahoma",2006,372,3579212,10.4,10.8,9.7,11.9,2.341166097,NA,NA,NA,NA,0,4.1,1,0,1,0,2.379546134,1,0,0,0,0,2.379546134,4.1,0,"OK",0.525078350309234,1,6,0.166666666666667
"Oklahoma",2007,483,3617316,13.4,13.7,12.5,14.9,2.591699246,NA,NA,NA,NA,0,4.1,1,0,1,0,2.617395833,1,1,0,0,0,2.617395833,4.1,0,"OK",0.525078350309234,2,6,0.333333333333333
"Oklahoma",2008,399,3642361,11,11.2,10.1,12.4,2.393744226,NA,NA,NA,NA,0,3.7,1,0,1,0,2.415913778,1,1,0,0,0,2.415913778,3.7,0,"OK",0.523343383689262,2,6,0.333333333333333
"Oklahoma",2009,547,3687050,14.8,15.2,13.9,16.5,2.697037029,NA,NA,NA,NA,0,6.6,1,0,1,0,2.721295428,1,1,0,0,0,2.721295428,6.6,0,"OK",0.523343383689262,2,6,0.333333333333333
"Oklahoma",2010,500,3751351,13.3,13.6,12.4,14.8,2.589906964,NA,NA,NA,NA,0,7.1,1,0,1,0,2.610069793,1,1,0,0,0,2.610069793,7.1,0,"OK",0.523343383689262,2,6,0.333333333333333
"Oklahoma",2011,456,3791508,12,12.3,11.1,13.4,2.487143887,10.9,13.1,0.6,0.6,0,5.899414063,1,0,1,0,2.509599262,1,1,0,0,0,2.509599262,5.899414063,0,"OK",0.523343383689262,2,6,0.333333333333333
"Oklahoma",2012,505,3814820,13.2,13.4,12.3,14.6,2.583079855,12.1,14.4,0.6,0.6,0,5.19921875,1,0,1,0,2.595254707,1,1,0,0,0,2.595254707,5.19921875,0,"OK",0.497626567189297,2,6,0.333333333333333
"Oklahoma",2013,482,3850568,12.5,12.6,11.5,13.8,2.527138351,11.4,13.6,0.6,0.6,0,5.299804688,1,0,1,0,2.533696814,1,1,0,0,0,2.533696814,5.299804688,0,"OK",0.497626567189297,2,6,0.333333333333333
"Oklahoma",2014,471,3878051,12.1,12.2,11.1,13.4,2.496940293,11,13.2,0.6,0.6,0,4.5,1,0,1,0,2.501435952,1,1,0,0,0,2.501435952,4.5,0,"OK",0.497626567189297,3,6,0.5
"Oklahoma",2015,388,3911338,9.9,10.1,9.1,11.1,2.294540732,8.9,10.9,0.5,0.5,0.671232877,4.399414063,1,0,1,0,2.312535424,1,1,0.671232877,0,0,2.312535424,4.399414063,1,"OK",0.497626567189297,4,6,0.666666666666667
"Oklahoma",2016,392,3923561,10,10.2,9.2,11.3,2.301677087,9,11,0.5,0.5,1,4.799804688,1,0,1,0,2.32238772,1,1,1,0,0,2.32238772,4.799804688,1,"OK",0.442902808448947,5,6,0.833333333333333
"Oklahoma",2017,325,3930864,8.3,8.6,7.7,9.6,2.11238084,7.4,9.2,0.5,0.5,1,4.299804688,1,0,1,0,2.151762203,1,1,1,0,0,2.151762203,4.299804688,1,"OK",0.442902808448947,5,6,0.833333333333333
"Oregon",1999,40,3393941,1.2,1.2,0.8,1.6,0.164302578,NA,NA,NA,NA,1,5.5,0,0,0,0,0.182321557,0,0,0,0,1,0.182321557,5.5,1,"OR",NA,2,4,0.5
"Oregon",2000,57,3421399,1.7,1.7,1.3,2.2,0.510416643,NA,NA,NA,NA,1,5.1,0,0,0,0,0.530628251,0,0,0,0,1,0.530628251,5.1,1,"OR",1.00948040645929,2,4,0.5
"Oregon",2001,96,3473441,2.8,2.7,2.2,3.3,1.016617353,NA,NA,NA,NA,1,6.4,0,0,0,0,0.993251773,0,0,0,0,1,0.993251773,6.4,1,"OR",1.00948040645929,3,4,0.75
"Oregon",2002,137,3521515,3.9,3.8,3.2,4.5,1.358504538,NA,NA,NA,NA,1,7.6,0,0,0,0,1.335001067,0,0,0,0,1,1.335001067,7.6,1,"OR",1.00948040645929,3,4,0.75
"Oregon",2003,169,3559596,4.7,4.6,3.9,5.3,1.557666567,NA,NA,NA,NA,1,8.1,0,0,0,0,1.526056304,0,0,0,0,1,1.526056304,8.1,1,"OR",1.00948040645929,3,4,0.75
"Oregon",2004,170,3594586,4.7,4.6,3.9,5.3,1.55378452,NA,NA,NA,NA,1,7.3,0,0,0,0,1.526056304,0,0,0,0,1,1.526056304,7.3,1,"OR",1.08805868733352,3,4,0.75
"Oregon",2005,207,3641056,5.7,5.5,4.8,6.3,1.737859951,NA,NA,NA,NA,1,6.2,0,0,0,0,1.704748092,0,0,0,0,1,1.704748092,6.2,1,"OR",1.08805868733352,3,4,0.75
