"state","Year","Deaths","Population","Crude_Rate","Age_Adjusted_Rate","Age_Adjusted_Rate_Lower_95__Conf","Age_Adjusted_Rate_Upper_95__Conf","ln_crude_mort_rate","Crude_Rate_Lower_95__Confidence","Crude_Rate_Upper_95__Confidence","Crude_Rate_Standard_Error","Age_Adjusted_Rate_Standard_Error","Medical_Cannabis_Law","unemployment","rxdmp_original","pmlaw_update","rxid_original","pmlaw_original","ln_age_mort_rate","rxdmp_update","rxid_update","low_thc","recreational_cannabis_law","comprehensive_medical_cannabis","ln_age_mort_rate2","unemployment2","TREAT","StateCode","dem_to_rep_ratio","Neighbor_TREAT","Neighbor_tot","Exposure_to_Neighbor_TREAT"
"Minnesota",2013,204,5420380,3.8,3.7,3.2,4.2,1.325368977,3.2,4.3,0.3,0.3,0,5,1,0,1,0,1.30833282,1,1,0,0,0,1.30833282,5,0,"MN",1.17113901039596,0,3,0
"Minnesota",2014,210,5457173,3.8,3.9,3.4,4.5,1.347591548,3.3,4.4,0.3,0.3,0.416438356,4.19921875,1,0,1,0,1.360976553,1,1,0,0,0.416438356,1.360976553,4.19921875,1,"MN",1.17113901039596,2,3,0.666666666666667
"Minnesota",2015,221,5489594,4,4,3.5,4.5,1.392723308,3.5,4.6,0.3,0.3,1,3.699707031,1,0,1,0,1.386294361,1,1,0,0,1,1.386294361,3.699707031,1,"MN",1.17113901039596,2,3,0.666666666666667
"Minnesota",2016,275,5519952,5,5.1,4.5,5.7,1.60581684,4.4,5.6,0.3,0.3,1,3.899902344,1,0,1,0,1.62924054,1,1,0,0,1,1.62924054,3.899902344,1,"MN",1.0338372320668,2,3,0.666666666666667
"Minnesota",2017,350,5576606,6.3,6.5,5.8,7.2,1.836767714,5.6,6.9,0.3,0.4,1,3.5,1,0,1,0,1.871802177,1,1,0,0,1,1.871802177,3.5,1,"MN",1.0338372320668,2,3,0.666666666666667
"Mississippi",1999,12,2828408,NA,NA,0.2,0.8,-0.857392452,NA,NA,NA,NA,0,5.3,0,0,0,0,-0.693147181,0,0,0,0,0,-0.693147181,5.3,0,"MS",NA,0,4,0
"Mississippi",2000,NA,2844658,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.7,0,0,0,0,NA,0,0,0,0,0,-0.543678741554254,5.7,0,"MS",0.70645988521187,0,4,0
"Mississippi",2001,22,2859733,0.8,0.8,0.5,1.2,-0.262270903,NA,NA,NA,NA,0,5.6,0,0,0,0,-0.223143551,0,0,0,0,0,-0.223143551,5.6,0,"MS",0.70645988521187,0,4,0
"Mississippi",2002,22,2871782,0.8,0.8,0.5,1.2,-0.266475383,NA,NA,NA,NA,0,6.7,0,0,0,0,-0.223143551,0,0,0,0,0,-0.223143551,6.7,0,"MS",0.70645988521187,0,4,0
"Mississippi",2003,26,2881283,0.9,0.9,0.6,1.4,-0.102724236,NA,NA,NA,NA,0,6.4,0,0,0,0,-0.105360516,0,0,0,0,0,-0.105360516,6.4,0,"MS",0.70645988521187,0,4,0
"Mississippi",2004,22,2902966,0.8,0.8,0.5,1.2,-0.277275613,NA,NA,NA,NA,0,6.3,0,0,0,0,-0.223143551,0,0,0,0,0,-0.223143551,6.3,0,"MS",0.66041918369491,0,4,0
"Mississippi",2005,33,2921088,1.1,1.1,0.8,1.6,0.121966319,NA,NA,NA,NA,0,7.8,1,0,0,0,0.09531018,0,0,0,0,0,0.09531018,7.8,0,"MS",0.66041918369491,0,4,0
"Mississippi",2006,60,2910540,2.1,2.1,1.6,2.7,0.723420838,NA,NA,NA,NA,0,6.8,1,0,0,0,0.741937345,0,0,0,0,0,0.741937345,6.8,0,"MS",0.66041918369491,0,4,0
"Mississippi",2007,89,2918785,3,3.1,2.5,3.9,1.114883843,NA,NA,NA,NA,0,6.2,1,0,0,0,1.131402112,0,0,0,0,0,1.131402112,6.2,0,"MS",0.66041918369491,0,4,0
"Mississippi",2008,97,2938618,3.3,3.4,2.8,4.2,1.194186483,NA,NA,NA,NA,0,6.8,1,0,0,0,1.223775432,1,0,0,0,0,1.223775432,6.8,0,"MS",0.765582190126391,0,4,0
"Mississippi",2009,85,2951996,2.9,3,2.4,3.7,1.057584612,NA,NA,NA,NA,0,9.6,1,0,0,0,1.098612289,1,0,0,0,0,1.098612289,9.6,0,"MS",0.765582190126391,0,4,0
"Mississippi",2010,93,2967297,3.1,3.1,2.5,3.8,1.142362963,NA,NA,NA,NA,0,10.4,1,0,0,0,1.131402112,1,1,0,0,0,1.131402112,10.4,0,"MS",0.765582190126391,0,4,0
"Mississippi",2011,74,2978512,2.5,2.7,2.1,3.4,0.910056153,2,3.1,0.3,0.3,0,10,1,1,0,0,0.993251773,1,1,0,0,0,0.993251773,10,0,"MS",0.765582190126391,0,4,0
"Mississippi",2012,94,2984926,3.1,3.3,2.6,4,1.147134733,2.5,3.9,0.3,0.3,0,9,1,1,0,1,1.193922469,1,1,0,0,0,1.193922469,9,0,"MS",0.792053701322273,0,4,0
"Mississippi",2013,85,2991207,2.8,2.9,2.3,3.6,1.044389179,2.3,3.5,0.3,0.3,0,8.5,1,1,0,1,1.064710737,1,1,0,0,0,1.064710737,8.5,0,"MS",0.792053701322273,0,4,0
"Mississippi",2014,87,2994079,2.9,2.9,2.3,3.6,1.066686354,2.3,3.6,0.3,0.3,0.501369863,7.5,1,1,0,1,1.064710737,1,1,0.501369863,0,0,1.064710737,7.5,1,"MS",0.792053701322273,2,4,0.5
"Mississippi",2015,110,2992333,3.7,3.9,3.1,4.6,1.301841922,3,4.4,0.4,0.4,1,6.399414063,1,1,0,1,1.360976553,1,1,1,0,0,1.360976553,6.399414063,1,"MS",0.792053701322273,2,4,0.5
"Mississippi",2016,139,2988726,4.7,4.6,3.9,5.4,1.537041631,3.9,5.4,0.4,0.4,1,5.799804688,1,1,0,1,1.526056304,1,1,1,0,0,1.526056304,5.799804688,1,"MS",0.692338100851417,3,4,0.75
"Mississippi",2017,155,2984100,5.2,5.4,4.5,6.2,1.64754183,4.4,6,0.4,0.4,1,5.099609375,1,1,0,1,1.686398954,1,1,1,0,0,1.686398954,5.099609375,1,"MS",0.692338100851417,3,4,0.75
"Missouri",1999,51,5561948,0.9,0.9,0.7,1.2,-0.086707867,NA,NA,NA,NA,0,3.1,0,0,0,0,-0.105360516,0,0,0,0,0,-0.105360516,3.1,0,"MO",NA,0,8,0
"Missouri",2000,79,5595211,1.4,1.4,1.1,1.8,0.344951706,NA,NA,NA,NA,0,3.3,0,0,0,0,0.336472237,0,0,0,0,0,0.336472237,3.3,0,"MO",0.933789048712355,0,8,0
"Missouri",2001,102,5637309,1.8,1.8,1.5,2.2,0.592980896,NA,NA,NA,NA,0,4.5,0,0,0,0,0.587786665,0,0,0,0,0,0.587786665,4.5,0,"MO",0.933789048712355,0,8,0
"Missouri",2002,128,5672579,2.3,2.3,1.9,2.7,0.813801307,NA,NA,NA,NA,0,5.2,0,0,0,0,0.832909123,0,0,0,0,0,0.832909123,5.2,0,"MO",0.933789048712355,0,8,0
"Missouri",2003,228,5704484,4,4,3.5,4.5,1.385508004,NA,NA,NA,NA,0,5.6,0,0,0,0,1.386294361,0,0,0,0,0,1.386294361,5.6,0,"MO",0.933789048712355,0,8,0
"Missouri",2004,203,5754618,3.5,3.6,3.1,4.1,1.260618223,NA,NA,NA,NA,0,5.8,0,0,0,0,1.280933846,0,0,0,0,0,1.280933846,5.8,0,"MO",0.864985749251398,0,8,0
"Missouri",2005,254,5800310,4.4,4.4,3.8,4.9,1.47683781,NA,NA,NA,NA,0,5.4,0,0,0,0,1.481604541,0,0,0,0,0,1.481604541,5.4,0,"MO",0.864985749251398,0,8,0
"Missouri",2006,347,5842713,5.9,6,5.4,6.7,1.781544443,NA,NA,NA,NA,0,4.8,0,0,0,0,1.791759469,0,0,0,0,0,1.791759469,4.8,0,"MO",0.864985749251398,0,8,0
"Missouri",2007,301,5878415,5.1,5.2,4.6,5.7,1.633238004,NA,NA,NA,NA,0,5.1,0,0,0,0,1.648658626,0,0,0,0,0,1.648658626,5.1,0,"MO",0.864985749251398,0,8,0
"Missouri",2008,327,5911605,5.5,5.6,5,6.2,1.71045771,NA,NA,NA,NA,0,6.1,0,0,0,0,1.722766598,0,0,0,0,0,1.722766598,6.1,0,"MO",0.997300482634696,0,8,0
"Missouri",2009,309,5987580,5.2,5.2,4.6,5.7,1.64106886,NA,NA,NA,NA,0,9.3,0,0,0,0,1.648658626,0,0,0,0,0,1.648658626,9.3,0,"MO",0.997300482634696,0,8,0
"Missouri",2010,386,5988927,6.4,6.5,5.9,7.2,1.863340012,NA,NA,NA,NA,0,9.6,0,0,0,0,1.871802177,0,0,0,0,0,1.871802177,9.6,0,"MO",0.997300482634696,0,8,0
"Missouri",2011,336,6010688,5.6,5.7,5.1,6.3,1.720986849,5,6.2,0.3,0.3,0,8.5,0,0,0,0,1.740466175,0,0,0,0,0,1.740466175,8.5,0,"MO",0.997300482634696,0,8,0
"Missouri",2012,297,6021988,4.9,5.1,4.5,5.7,1.595729608,4.4,5.5,0.3,0.3,0,6.899414063,0,0,0,0,1.62924054,0,0,0,0,0,1.62924054,6.899414063,0,"MO",0.825528183265427,0,8,0
"Missouri",2013,355,6044171,5.9,6.1,5.4,6.7,1.77043836,5.3,6.5,0.3,0.3,0,6.69921875,0,0,0,0,1.808288771,0,0,0,0,0,1.808288771,6.69921875,0,"MO",0.825528183265427,0,8,0
"Missouri",2014,371,6063589,6.1,6.3,5.6,7,1.811315101,5.5,6.7,0.3,0.3,0.465753425,6.099609375,0,0,0,0,1.840549633,0,0,0.465753425,0,0,1.840549633,6.099609375,1,"MO",0.825528183265427,4,8,0.5
"Missouri",2015,435,6083672,7.2,7.2,6.5,7.9,1.967152477,6.5,7.8,0.3,0.4,1,5,0,0,0,0,1.974081026,0,0,1,0,0,1.974081026,5,1,"MO",0.825528183265427,5,8,0.625
"Missouri",2016,661,6093000,10.8,11.4,10.5,12.3,2.384028176,10,11.7,0.4,0.5,1,4.599609375,0,0,0,0,2.433613355,0,0,1,0,0,2.433613355,4.599609375,1,"MO",0.671721926032495,6,8,0.75
"Missouri",2017,799,6113532,13.1,13.9,12.9,14.9,2.570271178,12.2,14,0.5,0.5,1,3.799804688,0,0,0,0,2.63188884,0,0,1,0,0,2.63188884,3.799804688,1,"MO",0.671721926032495,6,8,0.75
"Montana",1999,12,897507,NA,NA,0.7,2.4,0.290455916,NA,NA,NA,NA,0,5.3,0,0,0,0,0.438254931,0,0,0,0,0,0.438254931,5.3,0,"MT",NA,0,3,0
"Montana",2000,NA,902195,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.8,0,0,0,0,NA,0,0,0,0,0,0.617857460553758,4.8,0,"MT",0.570934889956616,0,3,0
"Montana",2001,19,905382,NA,NA,1.3,3.4,0.741252211,NA,NA,NA,NA,0,4.5,0,0,0,0,0.854415328,0,0,0,0,0,0.854415328,4.5,0,"MT",0.570934889956616,0,3,0
"Montana",2002,17,909453,NA,NA,1.1,3,0.62554021,NA,NA,NA,NA,0,4.5,0,0,0,0,0.717839793,0,0,0,0,0,0.717839793,4.5,0,"MT",0.570934889956616,0,3,0
"Montana",2003,40,917621,4.4,4.5,3.2,6.1,1.472265189,NA,NA,NA,NA,0,4.3,0,0,0,0,1.504077397,0,0,0,0,0,1.504077397,4.3,0,"MT",0.570934889956616,0,3,0
"Montana",2004,41,926865,4.4,4.4,3.1,6,1.486934329,NA,NA,NA,NA,0.161643836,4,0,0,0,0,1.481604541,0,0,0,0,0.161643836,1.481604541,4,1,"MT",0.65289048082597,0,3,0
"Montana",2005,39,935670,4.2,4,2.9,5.6,1.427468982,NA,NA,NA,NA,1,3.6,0,0,0,0,1.386294361,0,0,0,0,1,1.386294361,3.6,1,"MT",0.65289048082597,0,3,0
"Montana",2006,44,944632,4.7,4.8,3.5,6.5,1.538564386,NA,NA,NA,NA,1,3.2,0,0,0,0,1.568615918,0,0,0,0,1,1.568615918,3.2,1,"MT",0.65289048082597,0,3,0
"Montana",2007,59,957861,6.2,6.1,4.6,7.9,1.818004956,NA,NA,NA,NA,1,3.3,0,0,0,0,1.808288771,0,0,0,0,1,1.808288771,3.3,1,"MT",0.65289048082597,0,3,0
"Montana",2008,65,967440,6.7,7,5.4,9,1.904904048,NA,NA,NA,NA,1,4.5,0,0,0,0,1.945910149,0,0,0,0,1,1.945910149,4.5,1,"MT",0.952005248913311,0,3,0
"Montana",2009,89,974989,9.1,9.5,7.6,11.7,2.211380367,NA,NA,NA,NA,1,6.3,0,0,0,0,2.251291799,0,0,0,0,1,2.251291799,6.3,1,"MT",0.952005248913311,0,3,0
"Montana",2010,54,989415,5.5,6.1,4.5,8,1.697040373,NA,NA,NA,NA,1,7.2,0,0,0,0,1.808288771,0,0,0,0,1,1.808288771,7.2,1,"MT",0.952005248913311,0,3,0
"Montana",2011,61,998199,6.1,6.6,5,8.6,1.810091395,4.7,7.8,0.8,0.9,1,6.899414063,0,0,0,0,1.887069649,0,0,0,0,1,1.887069649,6.899414063,1,"MT",0.952005248913311,0,3,0
"Montana",2012,48,1005141,4.8,4.9,3.6,6.6,1.563488088,3.5,6.3,0.7,0.7,1,6,1,0,0,0,1.589235205,1,0,0,0,1,1.589235205,6,1,"MT",0.75333298498104,0,3,0
"Montana",2013,59,1015165,5.8,6.3,4.8,8.2,1.75990119,4.4,7.5,0.8,0.8,1,5.399414063,1,0,0,0,1.840549633,1,0,0,0,1,1.840549633,5.399414063,1,"MT",0.75333298498104,0,3,0
"Montana",2014,47,1023579,4.6,4.7,3.4,6.4,1.524257199,3.4,6.1,0.7,0.7,1,4.69921875,1,0,0,0,1.547562509,1,0,0,0,1,1.547562509,4.69921875,1,"MT",0.75333298498104,0,3,0
"Montana",2015,40,1032949,3.9,4.3,3,5.8,1.353876543,2.8,5.3,0.6,0.7,1,4.19921875,1,0,0,0,1.458615023,1,0,0,0,1,1.458615023,4.19921875,1,"MT",0.75333298498104,1,3,0.333333333333333
"Montana",2016,32,1042520,3.1,3.2,2.2,4.6,1.121509951,2.1,4.3,0.5,0.6,1,4.099609375,1,0,0,0,1.16315081,1,0,0,0,1,1.16315081,4.099609375,1,"MT",0.636402377882825,1,3,0.333333333333333
"Montana",2017,28,1050493,2.7,2.7,1.8,3.9,0.980359839,1.8,3.9,0.5,0.5,1,4,1,0,0,0,0.993251773,1,0,0,0,1,0.993251773,4,1,"MT",0.636402377882825,1,3,0.333333333333333
"Nebraska",1999,NA,1704764,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.8,0,0,0,0,NA,0,0,0,0,0,-0.189514105093845,2.8,0,"NE",NA,0,6,0
"Nebraska",2000,14,1711263,NA,NA,0.5,1.4,-0.200759458,NA,NA,NA,NA,0,2.8,0,0,0,0,-0.051293294,0,0,0,0,0,-0.051293294,2.8,0,"NE",0.53422516837151,0,6,0
"Nebraska",2001,26,1720039,1.5,1.6,1,2.3,0.41316448,NA,NA,NA,NA,0,3.1,0,0,0,0,0.470003629,0,0,0,0,0,0.470003629,3.1,0,"NE",0.53422516837151,1,6,0.166666666666667
"Nebraska",2002,22,1729180,1.3,1.3,0.8,2,0.240810053,NA,NA,NA,NA,0,3.7,0,0,0,0,0.262364265,0,0,0,0,0,0.262364265,3.7,0,"NE",0.53422516837151,1,6,0.166666666666667
"Nebraska",2003,14,1739291,NA,NA,0.4,1.3,-0.217005322,NA,NA,NA,NA,0,4,0,0,0,0,-0.162518929,0,0,0,0,0,-0.162518929,4,0,"NE",0.53422516837151,1,6,0.166666666666667
"Nebraska",2004,25,1747214,1.4,1.5,1,2.2,0.358268213,NA,NA,NA,NA,0,3.9,0,0,0,0,0.405465108,0,0,0,0,0,0.405465108,3.9,0,"NE",0.495945898512911,1,6,0.166666666666667
"Nebraska",2005,41,1758787,2.3,2.4,1.7,3.3,0.846362607,NA,NA,NA,NA,0,3.9,0,0,0,0,0.875468737,0,0,0,0,0,0.875468737,3.9,0,"NE",0.495945898512911,1,6,0.166666666666667
"Nebraska",2006,31,1768331,1.8,1.8,1.2,2.5,0.561365948,NA,NA,NA,NA,0,3,0,0,0,0,0.587786665,0,0,0,0,0,0.587786665,3,0,"NE",0.495945898512911,1,6,0.166666666666667
"Nebraska",2007,37,1774571,2.1,2.2,1.5,3.1,0.734774116,NA,NA,NA,NA,0,2.9,0,0,0,0,0.78845736,0,0,0,0,0,0.78845736,2.9,0,"NE",0.495945898512911,1,6,0.166666666666667
"Nebraska",2008,28,1783432,1.6,1.6,1.1,2.3,0.451079819,NA,NA,NA,NA,0,3.2,0,0,0,0,0.470003629,0,0,0,0,0,0.470003629,3.2,0,"NE",0.735837643687676,1,6,0.166666666666667
"Nebraska",2009,60,1796619,3.3,3.5,2.6,4.5,1.205852904,NA,NA,NA,NA,0,4.8,0,0,0,0,1.252762969,0,0,0,0,0,1.252762969,4.8,0,"NE",0.735837643687676,1,6,0.166666666666667
"Nebraska",2010,57,1826341,3.1,3.3,2.5,4.4,1.138151663,NA,NA,NA,NA,0,4.7,0,0,0,0,1.193922469,0,0,0,0,0,1.193922469,4.7,0,"NE",0.735837643687676,1,6,0.166666666666667
"Nebraska",2011,51,1842641,2.8,2.7,2,3.6,1.018040671,2.1,3.6,0.4,0.4,0,4.399414063,0,0,0,0,0.993251773,0,0,0,0,0,0.993251773,4.399414063,0,"NE",0.735837643687676,1,6,0.166666666666667
"Nebraska",2012,50,1855525,2.7,2.9,2.1,3.8,0.991270238,2,3.6,0.4,0.4,0,4,0,0,0,0,1.064710737,0,0,0,0,0,1.064710737,4,0,"NE",0.635874324301568,1,6,0.166666666666667
"Nebraska",2013,40,1868516,2.1,2.1,1.5,2.9,0.761149828,1.5,2.9,0.3,0.3,0,3.799804688,0,0,0,0,0.741937345,0,0,0,0,0,0.741937345,3.799804688,0,"NE",0.635874324301568,1,6,0.166666666666667
"Nebraska",2014,49,1881503,2.6,2.8,2,3.7,0.95716428,1.9,3.4,0.4,0.4,0,3.299804688,0,0,0,0,1.029619417,0,0,0,0,0,1.029619417,3.299804688,0,"NE",0.635874324301568,3,6,0.5
"Nebraska",2015,48,1896190,2.5,2.7,2,3.6,0.928769308,1.9,3.4,0.4,0.4,0,3,0,0,0,0,0.993251773,0,0,0,0,0,0.993251773,3,0,"NE",0.635874324301568,4,6,0.666666666666667
"Nebraska",2016,37,1907116,1.9,2,1.4,2.8,0.662740666,1.4,2.7,0.3,0.3,0,3.099609375,0,0,0,0,0.693147181,0,0,0,0,0,0.693147181,3.099609375,0,"NE",0.573621716223655,4,6,0.666666666666667
"Nebraska",2017,54,1920076,2.8,2.8,2.1,3.7,1.034034185,2.1,3.7,0.4,0.4,0,2.899902344,0.997260274,0,0,0,1.029619417,1,0,0,0,0,1.029619417,2.899902344,0,"NE",0.573621716223655,4,6,0.666666666666667
"Nevada",1999,110,1934718,5.7,5.6,4.6,6.7,1.737933693,NA,NA,NA,NA,0,4.3,1,0,0,0,1.722766598,0,0,0,0,0,1.722766598,4.3,0,"NV",NA,2,5,0.4
"Nevada",2000,126,1998257,6.3,6.2,5.1,7.3,1.841421513,NA,NA,NA,NA,0,4.5,1,0,0,0,1.824549292,0,0,0,0,0,1.824549292,4.5,0,"NV",0.928385973638398,2,5,0.4
"Nevada",2001,141,2097722,6.7,6.6,5.5,7.7,1.905322803,NA,NA,NA,NA,0.249315069,5.3,1,0,0,0,1.887069649,0,0,0,0,0.249315069,1.887069649,5.3,1,"NV",0.928385973638398,2,5,0.4
"Nevada",2002,148,2173491,6.8,6.8,5.7,7.9,1.91829255,NA,NA,NA,NA,1,5.7,1,0,0,0,1.916922612,0,0,0,0,1,1.916922612,5.7,1,"NV",0.928385973638398,2,5,0.4
"Nevada",2003,164,2241154,7.3,7.4,6.3,8.6,1.990290423,NA,NA,NA,NA,1,5.2,1,0,1,0,2.00148,0,0,0,0,1,2.00148,5.2,1,"NV",0.928385973638398,2,5,0.4
"Nevada",2004,186,2334771,8,8,6.8,9.1,2.075247767,NA,NA,NA,NA,1,4.4,1,0,1,0,2.079441542,0,1,0,0,1,2.079441542,4.4,1,"NV",0.948649358714084,2,5,0.4
"Nevada",2005,250,2414807,10.4,10.3,9,11.6,2.337256458,NA,NA,NA,NA,1,4.5,1,0,1,0,2.332143895,0,1,0,0,1,2.332143895,4.5,1,"NV",0.948649358714084,2,5,0.4
"Nevada",2006,262,2495529,10.5,10.4,9.1,11.7,2.35125868,NA,NA,NA,NA,1,4.2,1,0,1,0,2.341805806,0,1,0,0,1,2.341805806,4.2,1,"NV",0.948649358714084,2,5,0.4
"Nevada",2007,305,2565382,11.9,11.7,10.4,13.1,2.475619288,NA,NA,NA,NA,1,4.6,1,0,1,0,2.459588842,0,1,0,0,1,2.459588842,4.6,1,"NV",0.948649358714084,2,5,0.4
"Nevada",2008,318,2600167,12.2,12.1,10.7,13.4,2.503890616,NA,NA,NA,NA,1,6.7,1,0,1,0,2.493205453,0,1,0,0,1,2.493205453,6.7,1,"NV",1.29288055287082,2,5,0.4
"Nevada",2009,381,2643085,14.4,14.1,12.7,15.6,2.668267487,NA,NA,NA,NA,1,12.5,1,0,1,0,2.646174797,0,1,0,0,1,2.646174797,12.5,1,"NV",1.29288055287082,2,5,0.4
"Nevada",2010,389,2700551,14.4,14,12.6,15.4,2.667538424,NA,NA,NA,NA,1,14.9,1,0,1,0,2.63905733,0,1,0,0,1,2.63905733,14.9,1,"NV",1.29288055287082,3,5,0.6
"Nevada",2011,387,2723322,14.2,13.8,12.4,15.2,2.653987141,12.8,15.6,0.7,0.7,1,13,1,0,1,0,2.624668592,1,1,0,0,1,2.624668592,13,1,"NV",1.29288055287082,3,5,0.6
"Nevada",2012,377,2758931,13.7,13.1,11.7,14.4,2.614816809,12.3,15,0.7,0.7,1,11.19921875,1,0,1,0,2.57261223,1,1,0,0,1,2.57261223,11.19921875,1,"NV",1.14627011845105,3,5,0.6
"Nevada",2013,315,2790136,11.3,10.8,9.6,12,2.423897206,10,12.5,0.6,0.6,1,9.599609375,1,0,1,0,2.379546134,1,1,0,0,1,2.379546134,9.599609375,1,"NV",1.14627011845105,3,5,0.6
"Nevada",2014,287,2839099,10.1,9.6,8.5,10.7,2.313410374,8.9,11.3,0.6,0.6,1,7.899414063,1,0,1,0,2.261763099,1,1,0,0,1,2.261763099,7.899414063,1,"NV",1.14627011845105,4,5,0.8
"Nevada",2015,316,2890845,10.9,10.4,9.3,11.6,2.391608274,9.7,12.1,0.6,0.6,1,6.799804688,1,0,1,0,2.341805806,1,1,0,0,1,2.341805806,6.799804688,1,"NV",1.14627011845105,4,5,0.8
"Nevada",2016,304,2940058,10.3,9.8,8.7,10.9,2.336013299,9.2,11.5,0.6,0.6,1,5.69921875,1,0,1,0,2.282382386,1,1,0,0,1,2.282382386,5.69921875,1,"NV",1.0531228884228,4,5,0.8
"Nevada",2017,315,2998039,10.5,10,8.9,11.1,2.352029138,9.3,11.7,0.6,0.6,1,5,1,0,1,0,2.302585093,1,1,0,0.997260274,0.002739726,2.302585093,5,1,"NV",1.0531228884228,4,5,0.8
"New Hampshire",1999,25,1222014,2,1.9,1.3,2.9,0.715790415,NA,NA,NA,NA,0,2.8,0,0,0,0,0.641853886,0,0,0,0,0,0.641853886,2.8,0,"NH",NA,1,3,0.333333333333333
"New Hampshire",2000,17,1235786,NA,NA,0.8,2.1,0.318921046,NA,NA,NA,NA,0,2.7,0,0,0,0,0.371563556,0,0,0,0,0,0.371563556,2.7,0,"NH",0.973640055710103,1,3,0.333333333333333
"New Hampshire",2001,30,1259359,2.4,2.3,1.5,3.2,0.868009427,NA,NA,NA,NA,0,3.4,0,0,0,0,0.832909123,0,0,0,0,0,0.832909123,3.4,0,"NH",0.973640055710103,1,3,0.333333333333333
"New Hampshire",2002,48,1275056,3.8,3.6,2.7,4.8,1.325625819,NA,NA,NA,NA,0,4.5,0,0,0,0,1.280933846,0,0,0,0,0,1.280933846,4.5,0,"NH",0.973640055710103,1,3,0.333333333333333
"New Hampshire",2003,62,1287689,4.8,4.6,3.5,5.9,1.571700153,NA,NA,NA,NA,0,4.5,0,0,0,0,1.526056304,0,0,0,0,0,1.526056304,4.5,0,"NH",0.973640055710103,1,3,0.333333333333333
"New Hampshire",2004,59,1299500,4.5,4.4,3.4,5.7,1.512972776,NA,NA,NA,NA,0,3.9,0,0,0,0,1.481604541,0,0,0,0,0,1.481604541,3.9,0,"NH",1.02799807992465,2,3,0.666666666666667
"New Hampshire",2005,75,1309940,5.7,5.5,4.3,6.9,1.744921686,NA,NA,NA,NA,0,3.6,0,0,0,0,1.704748092,0,0,0,0,0,1.704748092,3.6,0,"NH",1.02799807992465,2,3,0.666666666666667
"New Hampshire",2006,79,1314895,6,5.9,4.6,7.3,1.793105945,NA,NA,NA,NA,0,3.5,0,0,0,0,1.774952351,0,0,0,0,0,1.774952351,3.5,0,"NH",1.02799807992465,2,3,0.666666666666667
"New Hampshire",2007,117,1315828,8.9,8.5,6.9,10.1,2.185122717,NA,NA,NA,NA,0,3.5,0,0,0,0,2.140066164,0,0,0,0,0,2.140066164,3.5,0,"NH",1.02799807992465,2,3,0.666666666666667
"New Hampshire",2008,74,1315809,5.6,5.3,4.2,6.7,1.727028315,NA,NA,NA,NA,0,3.9,0,0,0,0,1.667706821,0,0,0,0,0,1.667706821,3.9,0,"NH",1.21574933498455,2,3,0.666666666666667
"New Hampshire",2009,97,1324575,7.3,7.2,5.8,8.8,1.991034232,NA,NA,NA,NA,0,6.3,0,0,0,0,1.974081026,0,0,0,0,0,1.974081026,6.3,0,"NH",1.21574933498455,2,3,0.666666666666667
"New Hampshire",2010,100,1316470,7.6,7.5,6,9,2.027631181,NA,NA,NA,NA,0,6.1,0,0,0,0,2.014903021,0,0,0,0,0,2.014903021,6.1,0,"NH",1.21574933498455,2,3,0.666666666666667
"New Hampshire",2011,111,1318194,8.4,8,6.4,9.5,2.13068249,6.9,10,0.8,0.8,0,NA,0,0,0,0,2.079441542,0,0,0,0,0,2.079441542,5.64123417057881,0,"NH",1.21574933498455,2,3,0.666666666666667
"New Hampshire",2012,87,1320718,6.6,6.5,5.2,8.1,1.885147498,5.3,8.1,0.7,0.7,0,NA,0,0,0,0,1.871802177,0,0,0,0,0,1.871802177,5.05585276891344,0,"NH",1.12016016100971,2,3,0.666666666666667
"New Hampshire",2013,94,1323459,7.1,6.7,5.4,8.3,1.960460926,5.7,8.7,0.7,0.7,0.44109589,NA,0,0,0,0,1.902107526,0,0,0,0,0.44109589,1.902107526,4.68339961816606,1,"NH",1.12016016100971,3,3,1
"New Hampshire",2014,233,1326813,17.6,18.2,15.8,20.6,2.865673535,15.3,19.8,1.2,1.2,1,NA,0.249315069,0,0,0,2.901421594,1,0,0,0,1,2.901421594,3.8907918728792,1,"NH",1.12016016100971,3,3,1
"New Hampshire",2015,339,1330608,25.5,27.9,24.9,30.9,3.237779034,22.8,28.2,1.4,1.6,1,NA,1,0,0,0,3.328626689,1,0,0,0,1,3.328626689,3.35886251797846,1,"NH",1.12016016100971,3,3,1
"New Hampshire",2016,423,1334795,31.7,34.6,31.2,38,3.456009364,28.7,34.7,1.5,1.7,1,NA,1,0,0,0,3.543853682,1,0,0,0,1,3.543853682,3.09237666448998,1,"NH",1.00791231672402,3,3,1
"New Hampshire",2017,415,1342795,30.9,33.3,30,36.6,3.430940165,27.9,33.9,1.5,1.7,1,NA,1,0,0,0,3.505557397,1,0,0,0,1,3.505557397,2.8709134658756,1,"NH",1.00791231672402,3,3,1
"New Jersey",1999,132,8359592,1.6,1.5,1.3,1.8,0.456807208,NA,NA,NA,NA,0,4.5,0,0,0,0,0.405465108,0,0,0,0,0,0.405465108,4.5,0,"NJ",NA,0,3,0
