state,Year,Deaths,Population,Crude_Rate,Age_Adjusted_Rate,Age_Adjusted_Rate_Lower_95__Conf,Age_Adjusted_Rate_Upper_95__Conf,ln_crude_mort_rate,Crude_Rate_Lower_95__Confidence,Crude_Rate_Upper_95__Confidence,Crude_Rate_Standard_Error,Age_Adjusted_Rate_Standard_Error,Medical_Cannabis_Law,unemployment,rxdmp_original,pmlaw_update,rxid_original,pmlaw_original,ln_age_mort_rate,rxdmp_update,rxid_update,low_thc,recreational_cannabis_law,comprehensive_medical_cannabis
Mississippi,2010,93,2967297,3.1,3.1,2.5,3.8,1.142362963,,,,,0,10.4,1,0,0,0,1.131402112,1,1,0,0,0
Mississippi,2011,74,2978512,2.5,2.7,2.1,3.4,0.910056153,2,3.1,0.3,0.3,0,10,1,1,0,0,0.993251773,1,1,0,0,0
Mississippi,2012,94,2984926,3.1,3.3,2.6,4,1.147134733,2.5,3.9,0.3,0.3,0,9,1,1,0,1,1.193922469,1,1,0,0,0
Mississippi,2013,85,2991207,2.8,2.9,2.3,3.6,1.044389179,2.3,3.5,0.3,0.3,0,8.5,1,1,0,1,1.064710737,1,1,0,0,0
Mississippi,2014,87,2994079,2.9,2.9,2.3,3.6,1.066686354,2.3,3.6,0.3,0.3,0.501369863,7.5,1,1,0,1,1.064710737,1,1,0.501369863,0,0
Mississippi,2015,110,2992333,3.7,3.9,3.1,4.6,1.301841922,3,4.4,0.4,0.4,1,6.399414063,1,1,0,1,1.360976553,1,1,1,0,0
Mississippi,2016,139,2988726,4.7,4.6,3.9,5.4,1.537041631,3.9,5.4,0.4,0.4,1,5.799804688,1,1,0,1,1.526056304,1,1,1,0,0
Mississippi,2017,155,2984100,5.2,5.4,4.5,6.2,1.64754183,4.4,6,0.4,0.4,1,5.099609375,1,1,0,1,1.686398954,1,1,1,0,0
Missouri,1999,51,5561948,0.9,0.9,0.7,1.2,-0.086707867,,,,,0,3.1,0,0,0,0,-0.105360516,0,0,0,0,0
Missouri,2000,79,5595211,1.4,1.4,1.1,1.8,0.344951706,,,,,0,3.3,0,0,0,0,0.336472237,0,0,0,0,0
Missouri,2001,102,5637309,1.8,1.8,1.5,2.2,0.592980896,,,,,0,4.5,0,0,0,0,0.587786665,0,0,0,0,0
Missouri,2002,128,5672579,2.3,2.3,1.9,2.7,0.813801307,,,,,0,5.2,0,0,0,0,0.832909123,0,0,0,0,0
Missouri,2003,228,5704484,4,4,3.5,4.5,1.385508004,,,,,0,5.6,0,0,0,0,1.386294361,0,0,0,0,0
Missouri,2004,203,5754618,3.5,3.6,3.1,4.1,1.260618223,,,,,0,5.8,0,0,0,0,1.280933846,0,0,0,0,0
Missouri,2005,254,5800310,4.4,4.4,3.8,4.9,1.47683781,,,,,0,5.4,0,0,0,0,1.481604541,0,0,0,0,0
Missouri,2006,347,5842713,5.9,6,5.4,6.7,1.781544443,,,,,0,4.8,0,0,0,0,1.791759469,0,0,0,0,0
Missouri,2007,301,5878415,5.1,5.2,4.6,5.7,1.633238004,,,,,0,5.1,0,0,0,0,1.648658626,0,0,0,0,0
Missouri,2008,327,5911605,5.5,5.6,5,6.2,1.71045771,,,,,0,6.1,0,0,0,0,1.722766598,0,0,0,0,0
Missouri,2009,309,5987580,5.2,5.2,4.6,5.7,1.64106886,,,,,0,9.3,0,0,0,0,1.648658626,0,0,0,0,0
Missouri,2010,386,5988927,6.4,6.5,5.9,7.2,1.863340012,,,,,0,9.6,0,0,0,0,1.871802177,0,0,0,0,0
Missouri,2011,336,6010688,5.6,5.7,5.1,6.3,1.720986849,5,6.2,0.3,0.3,0,8.5,0,0,0,0,1.740466175,0,0,0,0,0
Missouri,2012,297,6021988,4.9,5.1,4.5,5.7,1.595729608,4.4,5.5,0.3,0.3,0,6.899414063,0,0,0,0,1.62924054,0,0,0,0,0
Missouri,2013,355,6044171,5.9,6.1,5.4,6.7,1.77043836,5.3,6.5,0.3,0.3,0,6.69921875,0,0,0,0,1.808288771,0,0,0,0,0
Missouri,2014,371,6063589,6.1,6.3,5.6,7,1.811315101,5.5,6.7,0.3,0.3,0.465753425,6.099609375,0,0,0,0,1.840549633,0,0,0.465753425,0,0
Missouri,2015,435,6083672,7.2,7.2,6.5,7.9,1.967152477,6.5,7.8,0.3,0.4,1,5,0,0,0,0,1.974081026,0,0,1,0,0
Missouri,2016,661,6093000,10.8,11.4,10.5,12.3,2.384028176,10,11.7,0.4,0.5,1,4.599609375,0,0,0,0,2.433613355,0,0,1,0,0
Missouri,2017,799,6113532,13.1,13.9,12.9,14.9,2.570271178,12.2,14,0.5,0.5,1,3.799804688,0,0,0,0,2.63188884,0,0,1,0,0
Montana,1999,12,897507,,,0.7,2.4,0.290455916,,,,,0,5.3,0,0,0,0,0.438254931,0,0,0,0,0
Montana,2000,,902195,,,,,,,,,,0,4.8,0,0,0,0,,0,0,0,0,0
Montana,2001,19,905382,,,1.3,3.4,0.741252211,,,,,0,4.5,0,0,0,0,0.854415328,0,0,0,0,0
Montana,2002,17,909453,,,1.1,3,0.62554021,,,,,0,4.5,0,0,0,0,0.717839793,0,0,0,0,0
Montana,2003,40,917621,4.4,4.5,3.2,6.1,1.472265189,,,,,0,4.3,0,0,0,0,1.504077397,0,0,0,0,0
Montana,2004,41,926865,4.4,4.4,3.1,6,1.486934329,,,,,0.161643836,4,0,0,0,0,1.481604541,0,0,0,0,0.161643836
Montana,2005,39,935670,4.2,4,2.9,5.6,1.427468982,,,,,1,3.6,0,0,0,0,1.386294361,0,0,0,0,1
Montana,2006,44,944632,4.7,4.8,3.5,6.5,1.538564386,,,,,1,3.2,0,0,0,0,1.568615918,0,0,0,0,1
Montana,2007,59,957861,6.2,6.1,4.6,7.9,1.818004956,,,,,1,3.3,0,0,0,0,1.808288771,0,0,0,0,1
Montana,2008,65,967440,6.7,7,5.4,9,1.904904048,,,,,1,4.5,0,0,0,0,1.945910149,0,0,0,0,1
Montana,2009,89,974989,9.1,9.5,7.6,11.7,2.211380367,,,,,1,6.3,0,0,0,0,2.251291799,0,0,0,0,1
Montana,2010,54,989415,5.5,6.1,4.5,8,1.697040373,,,,,1,7.2,0,0,0,0,1.808288771,0,0,0,0,1
Montana,2011,61,998199,6.1,6.6,5,8.6,1.810091395,4.7,7.8,0.8,0.9,1,6.899414063,0,0,0,0,1.887069649,0,0,0,0,1
Montana,2012,48,1005141,4.8,4.9,3.6,6.6,1.563488088,3.5,6.3,0.7,0.7,1,6,1,0,0,0,1.589235205,1,0,0,0,1
Montana,2013,59,1015165,5.8,6.3,4.8,8.2,1.75990119,4.4,7.5,0.8,0.8,1,5.399414063,1,0,0,0,1.840549633,1,0,0,0,1
Montana,2014,47,1023579,4.6,4.7,3.4,6.4,1.524257199,3.4,6.1,0.7,0.7,1,4.69921875,1,0,0,0,1.547562509,1,0,0,0,1
Montana,2015,40,1032949,3.9,4.3,3,5.8,1.353876543,2.8,5.3,0.6,0.7,1,4.19921875,1,0,0,0,1.458615023,1,0,0,0,1
Montana,2016,32,1042520,3.1,3.2,2.2,4.6,1.121509951,2.1,4.3,0.5,0.6,1,4.099609375,1,0,0,0,1.16315081,1,0,0,0,1
Montana,2017,28,1050493,2.7,2.7,1.8,3.9,0.980359839,1.8,3.9,0.5,0.5,1,4,1,0,0,0,0.993251773,1,0,0,0,1
Nebraska,1999,,1704764,,,,,,,,,,0,2.8,0,0,0,0,,0,0,0,0,0
Nebraska,2000,14,1711263,,,0.5,1.4,-0.200759458,,,,,0,2.8,0,0,0,0,-0.051293294,0,0,0,0,0
Nebraska,2001,26,1720039,1.5,1.6,1,2.3,0.41316448,,,,,0,3.1,0,0,0,0,0.470003629,0,0,0,0,0
Nebraska,2002,22,1729180,1.3,1.3,0.8,2,0.240810053,,,,,0,3.7,0,0,0,0,0.262364265,0,0,0,0,0
Nebraska,2003,14,1739291,,,0.4,1.3,-0.217005322,,,,,0,4,0,0,0,0,-0.162518929,0,0,0,0,0
Nebraska,2004,25,1747214,1.4,1.5,1,2.2,0.358268213,,,,,0,3.9,0,0,0,0,0.405465108,0,0,0,0,0
Nebraska,2005,41,1758787,2.3,2.4,1.7,3.3,0.846362607,,,,,0,3.9,0,0,0,0,0.875468737,0,0,0,0,0
Nebraska,2006,31,1768331,1.8,1.8,1.2,2.5,0.561365948,,,,,0,3,0,0,0,0,0.587786665,0,0,0,0,0
Nebraska,2007,37,1774571,2.1,2.2,1.5,3.1,0.734774116,,,,,0,2.9,0,0,0,0,0.78845736,0,0,0,0,0
Nebraska,2008,28,1783432,1.6,1.6,1.1,2.3,0.451079819,,,,,0,3.2,0,0,0,0,0.470003629,0,0,0,0,0
Nebraska,2009,60,1796619,3.3,3.5,2.6,4.5,1.205852904,,,,,0,4.8,0,0,0,0,1.252762969,0,0,0,0,0
Nebraska,2010,57,1826341,3.1,3.3,2.5,4.4,1.138151663,,,,,0,4.7,0,0,0,0,1.193922469,0,0,0,0,0
Nebraska,2011,51,1842641,2.8,2.7,2,3.6,1.018040671,2.1,3.6,0.4,0.4,0,4.399414063,0,0,0,0,0.993251773,0,0,0,0,0
Nebraska,2012,50,1855525,2.7,2.9,2.1,3.8,0.991270238,2,3.6,0.4,0.4,0,4,0,0,0,0,1.064710737,0,0,0,0,0
Nebraska,2013,40,1868516,2.1,2.1,1.5,2.9,0.761149828,1.5,2.9,0.3,0.3,0,3.799804688,0,0,0,0,0.741937345,0,0,0,0,0
Nebraska,2014,49,1881503,2.6,2.8,2,3.7,0.95716428,1.9,3.4,0.4,0.4,0,3.299804688,0,0,0,0,1.029619417,0,0,0,0,0
Nebraska,2015,48,1896190,2.5,2.7,2,3.6,0.928769308,1.9,3.4,0.4,0.4,0,3,0,0,0,0,0.993251773,0,0,0,0,0
Nebraska,2016,37,1907116,1.9,2,1.4,2.8,0.662740666,1.4,2.7,0.3,0.3,0,3.099609375,0,0,0,0,0.693147181,0,0,0,0,0
Nebraska,2017,54,1920076,2.8,2.8,2.1,3.7,1.034034185,2.1,3.7,0.4,0.4,0,2.899902344,0.997260274,0,0,0,1.029619417,1,0,0,0,0
Nevada,1999,110,1934718,5.7,5.6,4.6,6.7,1.737933693,,,,,0,4.3,1,0,0,0,1.722766598,0,0,0,0,0
Nevada,2000,126,1998257,6.3,6.2,5.1,7.3,1.841421513,,,,,0,4.5,1,0,0,0,1.824549292,0,0,0,0,0
Nevada,2001,141,2097722,6.7,6.6,5.5,7.7,1.905322803,,,,,0.249315069,5.3,1,0,0,0,1.887069649,0,0,0,0,0.249315069
Nevada,2002,148,2173491,6.8,6.8,5.7,7.9,1.91829255,,,,,1,5.7,1,0,0,0,1.916922612,0,0,0,0,1
Nevada,2003,164,2241154,7.3,7.4,6.3,8.6,1.990290423,,,,,1,5.2,1,0,1,0,2.00148,0,0,0,0,1
Nevada,2004,186,2334771,8,8,6.8,9.1,2.075247767,,,,,1,4.4,1,0,1,0,2.079441542,0,1,0,0,1
Nevada,2005,250,2414807,10.4,10.3,9,11.6,2.337256458,,,,,1,4.5,1,0,1,0,2.332143895,0,1,0,0,1
Nevada,2006,262,2495529,10.5,10.4,9.1,11.7,2.35125868,,,,,1,4.2,1,0,1,0,2.341805806,0,1,0,0,1
Nevada,2007,305,2565382,11.9,11.7,10.4,13.1,2.475619288,,,,,1,4.6,1,0,1,0,2.459588842,0,1,0,0,1
Nevada,2008,318,2600167,12.2,12.1,10.7,13.4,2.503890616,,,,,1,6.7,1,0,1,0,2.493205453,0,1,0,0,1
Nevada,2009,381,2643085,14.4,14.1,12.7,15.6,2.668267487,,,,,1,12.5,1,0,1,0,2.646174797,0,1,0,0,1
Nevada,2010,389,2700551,14.4,14,12.6,15.4,2.667538424,,,,,1,14.9,1,0,1,0,2.63905733,0,1,0,0,1
Nevada,2011,387,2723322,14.2,13.8,12.4,15.2,2.653987141,12.8,15.6,0.7,0.7,1,13,1,0,1,0,2.624668592,1,1,0,0,1
Nevada,2012,377,2758931,13.7,13.1,11.7,14.4,2.614816809,12.3,15,0.7,0.7,1,11.19921875,1,0,1,0,2.57261223,1,1,0,0,1
Nevada,2013,315,2790136,11.3,10.8,9.6,12,2.423897206,10,12.5,0.6,0.6,1,9.599609375,1,0,1,0,2.379546134,1,1,0,0,1
Nevada,2014,287,2839099,10.1,9.6,8.5,10.7,2.313410374,8.9,11.3,0.6,0.6,1,7.899414063,1,0,1,0,2.261763099,1,1,0,0,1
Nevada,2015,316,2890845,10.9,10.4,9.3,11.6,2.391608274,9.7,12.1,0.6,0.6,1,6.799804688,1,0,1,0,2.341805806,1,1,0,0,1
Nevada,2016,304,2940058,10.3,9.8,8.7,10.9,2.336013299,9.2,11.5,0.6,0.6,1,5.69921875,1,0,1,0,2.282382386,1,1,0,0,1
Nevada,2017,315,2998039,10.5,10,8.9,11.1,2.352029138,9.3,11.7,0.6,0.6,1,5,1,0,1,0,2.302585093,1,1,0,0.997260274,0.002739726
New Hampshire,1999,25,1222014,2,1.9,1.3,2.9,0.715790415,,,,,0,2.8,0,0,0,0,0.641853886,0,0,0,0,0
New Hampshire,2000,17,1235786,,,0.8,2.1,0.318921046,,,,,0,2.7,0,0,0,0,0.371563556,0,0,0,0,0
New Hampshire,2001,30,1259359,2.4,2.3,1.5,3.2,0.868009427,,,,,0,3.4,0,0,0,0,0.832909123,0,0,0,0,0
New Hampshire,2002,48,1275056,3.8,3.6,2.7,4.8,1.325625819,,,,,0,4.5,0,0,0,0,1.280933846,0,0,0,0,0
New Hampshire,2003,62,1287689,4.8,4.6,3.5,5.9,1.571700153,,,,,0,4.5,0,0,0,0,1.526056304,0,0,0,0,0
New Hampshire,2004,59,1299500,4.5,4.4,3.4,5.7,1.512972776,,,,,0,3.9,0,0,0,0,1.481604541,0,0,0,0,0
New Hampshire,2005,75,1309940,5.7,5.5,4.3,6.9,1.744921686,,,,,0,3.6,0,0,0,0,1.704748092,0,0,0,0,0
New Hampshire,2006,79,1314895,6,5.9,4.6,7.3,1.793105945,,,,,0,3.5,0,0,0,0,1.774952351,0,0,0,0,0
New Hampshire,2007,117,1315828,8.9,8.5,6.9,10.1,2.185122717,,,,,0,3.5,0,0,0,0,2.140066164,0,0,0,0,0
New Hampshire,2008,74,1315809,5.6,5.3,4.2,6.7,1.727028315,,,,,0,3.9,0,0,0,0,1.667706821,0,0,0,0,0
New Hampshire,2009,97,1324575,7.3,7.2,5.8,8.8,1.991034232,,,,,0,6.3,0,0,0,0,1.974081026,0,0,0,0,0
New Hampshire,2010,100,1316470,7.6,7.5,6,9,2.027631181,,,,,0,6.1,0,0,0,0,2.014903021,0,0,0,0,0
New Hampshire,2011,111,1318194,8.4,8,6.4,9.5,2.13068249,6.9,10,0.8,0.8,0,,0,0,0,0,2.079441542,0,0,0,0,0
New Hampshire,2012,87,1320718,6.6,6.5,5.2,8.1,1.885147498,5.3,8.1,0.7,0.7,0,,0,0,0,0,1.871802177,0,0,0,0,0
New Hampshire,2013,94,1323459,7.1,6.7,5.4,8.3,1.960460926,5.7,8.7,0.7,0.7,0.44109589,,0,0,0,0,1.902107526,0,0,0,0,0.44109589
New Hampshire,2014,233,1326813,17.6,18.2,15.8,20.6,2.865673535,15.3,19.8,1.2,1.2,1,,0.249315069,0,0,0,2.901421594,1,0,0,0,1
New Hampshire,2015,339,1330608,25.5,27.9,24.9,30.9,3.237779034,22.8,28.2,1.4,1.6,1,,1,0,0,0,3.328626689,1,0,0,0,1
New Hampshire,2016,423,1334795,31.7,34.6,31.2,38,3.456009364,28.7,34.7,1.5,1.7,1,,1,0,0,0,3.543853682,1,0,0,0,1
New Hampshire,2017,415,1342795,30.9,33.3,30,36.6,3.430940165,27.9,33.9,1.5,1.7,1,,1,0,0,0,3.505557397,1,0,0,0,1
New Jersey,1999,132,8359592,1.6,1.5,1.3,1.8,0.456807208,,,,,0,4.5,0,0,0,0,0.405465108,0,0,0,0,0
New Jersey,2000,107,8414350,1.3,1.2,1,1.5,0.24030516,,,,,0,3.7,0,0,0,0,0.182321557,0,0,0,0,0
New Jersey,2001,142,8511119,1.7,1.6,1.4,1.9,0.511868538,,,,,0,4.3,0,0,0,0,0.470003629,0,0,0,0,0
New Jersey,2002,155,8590303,1.8,1.8,1.5,2.1,0.590206015,,,,,0,5.8,0,0,0,0,0.587786665,0,0,0,0,0
New Jersey,2003,182,8638396,2.1,2.1,1.8,2.4,0.745204677,,,,,0,5.9,0,0,0,0,0.741937345,0,0,0,0,0
New Jersey,2004,148,8698879,1.7,1.7,1.4,2,0.531433014,,,,,0,4.9,0,0,0,0,0.530628251,0,0,0,0,0
New Jersey,2005,204,8717925,2.3,2.3,2,2.7,0.85015365,,,,,0,4.5,0,0,0,0,0.832909123,0,0,0,0,0
New Jersey,2006,221,8724560,2.5,2.5,2.2,2.8,0.929435572,,,,,0,4.6,0,0,0,0,0.916290732,0,0,0,0,0
New Jersey,2007,214,8685920,2.5,2.4,2.1,2.8,0.901687598,,,,,0,4.3,0,0,0,0,0.875468737,0,0,0,0,0
New Jersey,2008,182,8682661,2.1,2.1,1.8,2.4,0.740093546,,,,,0,5.5,0,0,0,0,0.741937345,0,0,0,0,0
New Jersey,2009,22,8707739,0.3,0.3,0.2,0.4,-1.37575481,,,,,0,9.1,0,0,0,0,-1.203972804,0,0,0,0,0
New Jersey,2010,232,8791894,2.6,2.6,2.3,3,0.970322118,,,,,0,9.5,0,0,0,0,0.955511445,0,0,0,0,0
New Jersey,2011,286,8821155,3.2,3.2,2.8,3.6,1.176253904,2.9,3.6,0.2,0.2,0,9.298828125,0,0,0,0,1.16315081,0,0,0,0,0
New Jersey,2012,300,8864590,3.4,3.3,2.9,3.7,1.219132693,3,3.8,0.2,0.2,0.394520548,9.298828125,1,0,0,0,1.193922469,1,0,0,0,0.394520548
New Jersey,2013,318,8899339,3.6,3.5,3.1,3.9,1.273489286,3.2,4,0.2,0.2,1,8.19921875,1,0,0,0,1.252762969,1,0,0,0,1
New Jersey,2014,368,8938175,4.1,4.1,3.6,4.5,1.415166416,3.7,4.5,0.2,0.2,1,6.799804688,1,0,0,0,1.410986974,1,0,0,0,1
New Jersey,2015,472,8958013,5.3,5.2,4.7,5.7,1.661845454,4.8,5.7,0.2,0.2,1,5.799804688,1,0,0,0,1.648658626,1,1,0,0,1
New Jersey,2016,980,8944469,11,11.1,10.4,11.8,2.393932126,10.3,11.6,0.3,0.4,1,5,1,0,0,0,2.406945108,1,1,0,0,1
New Jersey,2017,1632,9005644,18.1,18.2,17.3,19.1,2.897124951,17.2,19,0.4,0.5,1,4.599609375,1,0,0,0,2.901421594,1,1,0,0,1
New Mexico,1999,154,1808082,8.5,8.7,7.3,10.1,2.142100895,,,,,0,5.6,0,0,0,0,2.163323026,0,0,0,0,0
New Mexico,2000,134,1819046,7.4,7.5,6.2,8.7,1.996942519,,,,,0,5,0,0,0,0,2.014903021,0,0,0,0,0
New Mexico,2001,118,1830935,6.4,6.6,5.4,7.7,1.863272766,,,,,0,4.9,0,0,0,0,1.887069649,0,0,0,0,0
New Mexico,2002,170,1855059,9.2,9.5,8.1,11,2.215296843,,,,,0,5.5,0,0,1,0,2.251291799,0,1,0,0,0
New Mexico,2003,187,1874614,10,10.4,8.9,11.9,2.300120752,,,,,0,5.9,0,0,1,0,2.341805806,0,1,0,0,0
New Mexico,2004,146,1903289,7.7,7.8,6.6,9.1,2.037438087,,,,,0,5.8,0,0,1,0,2.054123734,0,1,0,0,0
New Mexico,2005,164,1928384,8.5,8.8,7.4,10.1,2.140598988,,,,,0,5.2,1,0,1,0,2.174751722,1,1,0,0,0
New Mexico,2006,222,1954599,11.4,11.6,10,13.1,2.429907232,,,,,0,4.1,1,0,1,0,2.451005098,1,1,0,0,0
New Mexico,2007,231,1969915,11.7,11.8,10.3,13.3,2.461842223,,,,,0.501369863,3.4,1,0,1,0,2.468099532,1,1,0,0,0.501369863
New Mexico,2008,255,1984356,12.9,13.2,11.6,14.9,2.553384024,,,,,1,4.5,1,0,1,0,2.58021683,1,1,0,0,1
New Mexico,2009,150,2009671,7.5,7.7,6.5,9,2.010079174,,,,,1,7,1,0,1,0,2.041220329,1,1,0,0,1
New Mexico,2010,153,2059179,7.4,7.5,6.3,8.7,2.005545469,,,,,1,8.4,1,0,1,0,2.014903021,1,1,0,0,1
New Mexico,2011,166,2082224,8,8.1,6.8,9.3,2.075966142,6.8,9.2,0.6,0.6,1,7.5,1,0,1,0,2.091864062,1,1,0,0,1
New Mexico,2012,226,2085538,10.8,11.4,9.9,12.9,2.382923051,9.4,12.2,0.7,0.8,1,7.099609375,1,0,1,0,2.433613355,1,1,0,0,1
New Mexico,2013,242,2085287,11.6,11.9,10.3,13.4,2.451446138,10.1,13.1,0.7,0.8,1,6.899414063,1,0,1,0,2.4765384,1,1,0,0,1
New Mexico,2014,290,2085572,13.9,14.5,12.7,16.2,2.632252672,12.3,15.5,0.8,0.9,1,6.69921875,1,0,1,0,2.674148649,1,1,0,0,1
New Mexico,2015,211,2085109,10.1,10.7,9.2,12.1,2.314451908,8.8,11.5,0.7,0.8,1,6.5,1,0,1,0,2.370243742,1,1,0,0,1
New Mexico,2016,239,2081015,11.5,11.9,10.4,13.5,2.441022704,10,12.9,0.7,0.8,1,6.69921875,1,0,1,0,2.4765384,1,1,0,0,1
New Mexico,2017,228,2088070,10.9,11.4,9.9,12.9,2.390520342,9.5,12.3,0.7,0.8,1,6.19921875,1,0,1,0,2.433613355,1,1,0,0,1
New York,1999,179,18882725,0.9,1,0.8,1.1,-0.05344677,,,,,0,5.2,0,0,0,0,0,0,0,0,0,0
New York,2000,135,18976457,0.7,0.7,0.6,0.8,-0.34050942,,,,,0,4.5,0,0,0,0,-0.356674944,0,0,0,0,0
New York,2001,209,19084350,1.1,1.1,0.9,1.2,0.090880532,,,,,0,4.9,0,0,0,0,0.09531018,0,0,0,0,0
New York,2002,194,19157532,1,1,0.8,1.1,0.012577112,,,,,0,6.2,0,0,0,0,0,0,0,0,0,0
New York,2003,221,19190115,1.2,1.1,1,1.3,0.141182306,,,,,0,6.4,0,0,0,0,0.09531018,0,0,0,0,0
New York,2004,215,19227088,1.1,1.1,0.9,1.2,0.111732817,,,,,0,5.8,0,0,0,0,0.09531018,0,0,0,0,0
New York,2005,273,19254630,1.4,1.4,1.2,1.5,0.349135151,,,,,0,5,0,0,0,0,0.336472237,0,0,0,0,0
New York,2006,664,19306183,3.4,3.4,3.1,3.6,1.235271649,,,,,0,4.6,0,0,1,0,1.223775432,0,1,0,0,0
New York,2007,708,19297729,3.7,3.6,3.3,3.8,1.29987158,,,,,0,4.5,0,0,1,0,1.280933846,0,1,0,0,0
New York,2008,769,19490297,3.9,3.8,3.5,4.1,1.372589125,,,,,0,5.3,0,0,1,0,1.335001067,0,1,0,0,0
New York,2009,751,19541453,3.8,3.7,3.5,4,1.346282555,,,,,0,8.4,0,0,1,0,1.30833282,0,1,0,0,0
New York,2010,850,19378102,4.4,4.3,4,4.5,1.478507591,,,,,0,8.6,0,0,1,0,1.458615023,0,1,0,0,0
New York,2011,970,19465197,5,4.8,4.5,5.1,1.606082877,4.7,5.3,0.2,0.2,0,8.298828125,0,0,1,0,1.568615918,0,1,0,0,0
New York,2012,994,19570261,5.1,4.9,4.6,5.2,1.625140996,4.8,5.4,0.2,0.2,0,8.5,0,0,1,0,1.589235205,0,1,0,0,0
New York,2013,998,19651127,5.1,4.9,4.6,5.2,1.625033493,4.8,5.4,0.2,0.2,0,7.69921875,0.583561644,0,1,0,1.589235205,1,1,0,0,0
New York,2014,1008,19746227,5.1,4.9,4.6,5.2,1.630175921,4.8,5.4,0.2,0.2,0.490410959,6.299804688,1,0,1,0,1.589235205,1,1,0,0,0.490410959
New York,2015,1388,19795791,7,6.9,6.5,7.2,1.947564709,6.6,7.4,0.2,0.2,1,5.299804688,1,0,1,0,1.931521412,1,1,0,0,1
New York,2016,2336,19745289,11.8,11.7,11.2,12.2,2.47069532,11.4,12.3,0.2,0.2,1,4.799804688,1,0,1,0,2.459588842,1,1,0,0,1
New York,2017,2801,19849399,14.1,13.9,13.4,14.5,2.646972953,13.6,14.6,0.3,0.3,1,4.69921875,1,0,1,0,2.63188884,1,1,0,0,1
North Carolina,1999,118,7949361,1.5,1.5,1.2,1.7,0.395007983,,,,,0,3.3,0,0,0,0,0.405465108,0,0,0,0,0
North Carolina,2000,241,8049313,3,3,2.6,3.3,1.096625094,,,,,0,3.7,0,0,0,0,1.098612289,0,0,0,0,0
North Carolina,2001,295,8206105,3.6,3.6,3.2,4,1.279511874,,,,,0,5.6,0,0,0,0,1.280933846,0,0,0,0,0
North Carolina,2002,352,8320146,4.2,4.2,3.8,4.7,1.44236628,,,,,0,6.6,0,0,1,0,1.435084525,0,1,0,0,0
North Carolina,2003,432,8407248,5.1,5.1,4.6,5.6,1.636746304,,,,,0,6.5,0,0,1,0,1.62924054,0,1,0,0,0
North Carolina,2004,503,8541221,5.9,5.9,5.4,6.4,1.773101105,,,,,0,5.5,0,0,1,0,1.774952351,0,1,0,0,0
North Carolina,2005,588,8683242,6.8,6.7,6.2,7.2,1.912746894,,,,,0,5.3,0,0,1,0,1.902107526,0,1,0,0,0
North Carolina,2006,640,8856505,7.2,7.2,6.6,7.7,1.977730866,,,,,0,4.8,0,0,1,0,1.974081026,0,1,0,0,0
North Carolina,2007,696,9061032,7.7,7.7,7.1,8.2,2.038781547,,,,,0,4.7,1,0,1,0,2.041220329,1,1,0,0,0
North Carolina,2008,768,9222414,8.3,8.3,7.7,8.9,2.119567815,,,,,0,6.2,1,0,1,0,2.116255515,1,1,0,0,0
North Carolina,2009,782,9380884,8.3,8.4,7.8,9,2.120595646,,,,,0,10.8,1,0,1,0,2.128231706,1,1,0,0,0
North Carolina,2010,727,9535483,7.6,7.6,7,8.1,2.031321491,,,,,0,10.6,1,0,1,0,2.028148247,1,1,0,0,0
North Carolina,2011,739,9656401,7.7,7.7,7.1,8.2,2.035091816,7.1,8.2,0.3,0.3,0,10.29882813,1,0,1,0,2.041220329,1,1,0,0,0
North Carolina,2012,666,9752073,6.8,6.8,6.3,7.4,1.9212247,6.3,7.3,0.3,0.3,0,9.298828125,1,0,1,0,1.916922612,1,1,0,0,0
North Carolina,2013,635,9848060,6.4,6.5,6,7.1,1.863765424,5.9,6.9,0.3,0.3,0,8,1,0,1,0,1.871802177,1,1,0,0,0
North Carolina,2014,744,9943964,7.5,7.6,7.1,8.2,2.012490208,6.9,8,0.3,0.3,0.495890411,6.299804688,1,0,1,0,2.028148247,1,1,0.495890411,0,0
North Carolina,2015,864,10042802,8.6,8.7,8.2,9.3,2.152131517,8,9.2,0.3,0.3,1,5.69921875,1,0,1,0,2.163323026,1,1,1,0,0
North Carolina,2016,1161,10146788,11.4,11.8,11.1,12.5,2.437294687,10.8,12.1,0.3,0.4,1,5.099609375,1,0,1,0,2.468099532,1,1,1,0,0
North Carolina,2017,1701,10273419,16.6,17.2,16.4,18,2.80682662,15.8,17.3,0.4,0.4,1,4.599609375,1,0,1,0,2.844909384,1,1,1,0,0
North Dakota,1999,,644259,,,,,,,,,,0,3.2,0,0,0,0,,0,0,0,0,0
North Dakota,2000,,642200,,,,,,,,,,0,2.9,0,0,0,0,,0,0,0,0,0
North Dakota,2001,,636550,,,,,,,,,,0,2.8,0,0,0,0,,0,0,0,0,0
North Dakota,2002,14,634110,,,1.2,3.7,0.792005075,,,,,0,3.5,0,0,0,0,0.896088025,0,0,0,0,0
North Dakota,2003,,633840,,,,,,,,,,0,3.6,0,0,0,0,,0,0,0,0,0
North Dakota,2004,12,634366,,,0.9,3.2,0.637450761,,,,,0,3.5,0,0,0,0,0.717839793,0,0,0,0,0
North Dakota,2005,,636677,,,,,,,,,,0,3.4,0,0,0,0,,0,0,0,0,0
